user_id,rank,product_id,score,reason
A11BY6YLLO81RG,3,B000LJN0Q6,7.903980964244745,similar_to_user_history
A11BY6YLLO81RG,4,B0002M7PWW,7.819296104682742,similar_to_user_history
A11BY6YLLO81RG,5,B0009HAIGK,7.751278355038082,similar_to_user_history
A11EIU4Y8T68GS,1,B0009MZTL4,10.332975400402454,similar_to_user_history
A11EIU4Y8T68GS,2,B000297L38,10.181514457988682,similar_to_user_history
A11EIU4Y8T68GS,3,B000FD6PWE,10.163132978974787,similar_to_user_history
A11EIU4Y8T68GS,4,B0006U04NW,10.133078918430876,similar_to_user_history
A11EIU4Y8T68GS,5,B0007UDXF2,10.126116744731032,similar_to_user_history
A11EKRR0LDL893,1,B00008LUS5,12.541121482370617,similar_to_user_history
A11EKRR0LDL893,2,B00064UU1Y,12.181534297869973,similar_to_user_history
A11EKRR0LDL893,3,B0000ASH2G,12.179174694998123,similar_to_user_history
A11EKRR0LDL893,4,B000EPILTI,12.118555537063877,similar_to_user_history
A11EKRR0LDL893,5,B000VYAW1C,12.022846214497097,similar_to_user_history
A11F28LK8KMVHN,1,B000VVVO62,10.135427862327784,similar_to_user_history
A11F28LK8KMVHN,2,B00091REQS,10.02380586740929,similar_to_user_history
A11F28LK8KMVHN,3,B000G2TBGG,10.02340808380358,similar_to_user_history
A11F28LK8KMVHN,4,B000NOKNKA,9.892214559883314,similar_to_user_history
A11F28LK8KMVHN,5,B0009IU8JG,9.778257375162621,similar_to_user_history
A11GBTUGNRGCR8,1,B0008IVCOW,22.812639044036,similar_to_user_history
A11GBTUGNRGCR8,2,B000N8Q46S,22.21196754218658,similar_to_user_history
A11GBTUGNRGCR8,3,B000P50X2U,22.11013626469814,similar_to_user_history
A11GBTUGNRGCR8,4,B000ISXY16,21.78976891338608,similar_to_user_history
A11GBTUGNRGCR8,5,B000W119NO,21.360903468140528,similar_to_user_history
A11IFGO7A81PPX,1,B000FXSZVI,9.432755488766828,similar_to_user_history
A11IFGO7A81PPX,2,B000A2KAO4,9.023388518198072,similar_to_user_history
A11IFGO7A81PPX,3,B0000ANHST,8.46019376187001,similar_to_user_history
A11IFGO7A81PPX,4,B000HQ4UM6,8.394973114533645,similar_to_user_history
A11IFGO7A81PPX,5,B000BYQRKW,8.315638933375277,similar_to_user_history
A11IXJ8M1JO296,1,B000PKNFMU,10.893652408698845,similar_to_user_history
A11IXJ8M1JO296,2,B0000ANC7S,10.767182962970036,similar_to_user_history
A11IXJ8M1JO296,3,B000W5SDR0,10.620281821115542,similar_to_user_history
A11IXJ8M1JO296,4,B0000864CZ,10.572230690497776,similar_to_user_history
A11IXJ8M1JO296,5,B000YEM2AS,10.555650474399886,similar_to_user_history
A11LNZ9376YNHN,1,B0007V8AGI,8.865393231441942,similar_to_user_history
A11LNZ9376YNHN,2,B000B2MEU6,8.727217129903053,similar_to_user_history
A11LNZ9376YNHN,3,B0006MZHKA,8.604056111656488,similar_to_user_history
A11LNZ9376YNHN,4,B0000ZCE0O,8.404371205235663,similar_to_user_history
A11LNZ9376YNHN,5,B000KLW7GO,7.94169097114778,similar_to_user_history
A11PK2MO25K5QW,1,B000V2U7NW,5.501517253527258,similar_to_user_history
A11PK2MO25K5QW,2,B000SKLTIE,5.487722850846341,similar_to_user_history
A11PK2MO25K5QW,3,B000BM6DFI,5.485060955024882,similar_to_user_history
A11PK2MO25K5QW,4,B000MDCAE4,5.484173314853109,similar_to_user_history
A11PK2MO25K5QW,5,B000I82WNW,5.476700546962725,similar_to_user_history
A11PS1TH7CB7QK,1,B000MQX9U0,11.19726750872365,similar_to_user_history
A11PS1TH7CB7QK,2,B000T07N1A,10.992718824183664,similar_to_user_history
A11PS1TH7CB7QK,3,B000GB1RAA,10.802610115396323,similar_to_user_history
A11PS1TH7CB7QK,4,B000AS732U,10.739558973294452,similar_to_user_history
A11PS1TH7CB7QK,5,B000EN6GI8,10.673081777617845,similar_to_user_history
A11PVMFAIAFRI1,1,B000J26H06,11.806570761493536,similar_to_user_history
A11PVMFAIAFRI1,2,B000OBPR4Y,11.39542068635078,similar_to_user_history
A11PVMFAIAFRI1,3,B0002NYVOG,11.085909708599162,similar_to_user_history
A11PVMFAIAFRI1,4,B000JGJMV8,10.401864117880555,similar_to_user_history
A11PVMFAIAFRI1,5,B000G24LJS,10.372512533969363,similar_to_user_history
A11RNH3V6791GB,1,B000PHAHK6,10.131851740017758,similar_to_user_history
A11RNH3V6791GB,2,B000LUU5MM,9.846198060530709,similar_to_user_history
A11RNH3V6791GB,3,B000TW2ARK,9.83853067591408,similar_to_user_history
A11RNH3V6791GB,4,B000HS6NEC,9.694355878235468,similar_to_user_history
A11RNH3V6791GB,5,B000SMPNQQ,9.674748062379848,similar_to_user_history
A11TRT73T66BIJ,1,B0007VS6CG,12.789283070317506,similar_to_user_history
A11TRT73T66BIJ,2,B0007L44EA,11.915317037373063,similar_to_user_history
A11TRT73T66BIJ,3,B000V3SQFM,11.910934043702063,similar_to_user_history
A11TRT73T66BIJ,4,B000PKJYPW,11.754143612318494,similar_to_user_history
A11TRT73T66BIJ,5,B000EO5JZ8,11.64647284736988,similar_to_user_history
A11VCDRS4PX685,1,B000A3DA22,9.497025414559195,similar_to_user_history
A11VCDRS4PX685,2,B000F3WZSW,9.365473706537411,similar_to_user_history
A11VCDRS4PX685,3,B0002VA3C2,9.361042893597144,similar_to_user_history
A11VCDRS4PX685,4,B000U83I1A,9.31469147521353,similar_to_user_history
A11VCDRS4PX685,5,B00018TMDC,9.221859929898802,similar_to_user_history
A11VYJT0K2TGOB,1,B000VVTWB6,7.23870228619304,similar_to_user_history
A11VYJT0K2TGOB,2,B0009STNQA,7.031457684182504,similar_to_user_history
A11VYJT0K2TGOB,3,B000VW69IY,6.872600610107806,similar_to_user_history
A11VYJT0K2TGOB,4,B000WNNHHS,6.833508163851292,similar_to_user_history
A11VYJT0K2TGOB,5,B000PYJZZW,6.77840345288908,similar_to_user_history
A11XWLUV91LG5H,1,B000VK2KNO,11.922794569475325,similar_to_user_history
A11XWLUV91LG5H,2,B000I6388W,11.705123028640045,similar_to_user_history
A11XWLUV91LG5H,3,B000H1AGAQ,11.547630233545801,similar_to_user_history
A11XWLUV91LG5H,4,B0007QMUT6,11.21795362837676,similar_to_user_history
A11XWLUV91LG5H,5,B000NDCHNW,11.145391627606191,similar_to_user_history
A11YOTONCPRQ9S,1,B000E6KTRE,9.682555642007559,similar_to_user_history
A11YOTONCPRQ9S,2,B0009MK8HO,9.558294588511838,similar_to_user_history
A11YOTONCPRQ9S,3,B000LGEOFK,9.443915717800785,similar_to_user_history
A11YOTONCPRQ9S,4,B000FQ0WC0,9.129738227085198,similar_to_user_history
A11YOTONCPRQ9S,5,B000W8WWZ6,9.089044268778999,similar_to_user_history
A11Z63WA3M2CTK,1,B000B33IQE,9.80347229744474,similar_to_user_history
A11Z63WA3M2CTK,2,B000P50W4Y,9.074621044701827,similar_to_user_history
A11Z63WA3M2CTK,3,B000ICZIAW,8.957986462279695,similar_to_user_history
A11Z63WA3M2CTK,4,B000EZT5GG,8.579617029677337,similar_to_user_history
A11Z63WA3M2CTK,5,B000ZH6UG6,8.06282612163572,similar_to_user_history
A11ZL27FV3CIZM,1,B0009GBG62,15.496266047323804,similar_to_user_history
A11ZL27FV3CIZM,2,B0001XH7X4,14.760291781582895,similar_to_user_history
A11ZL27FV3CIZM,3,B000S6M7HA,14.590458404356534,similar_to_user_history
A11ZL27FV3CIZM,4,B000V5WHLY,14.434476532224021,similar_to_user_history
A11ZL27FV3CIZM,5,B000J496FC,14.331490782983947,similar_to_user_history
A120RH58WVY4W6,1,B000NR69NW,5.66650931192914,similar_to_user_history
A120RH58WVY4W6,2,B000ENR8E4,5.554439304318063,similar_to_user_history
A120RH58WVY4W6,3,B000T30S8W,5.544997721883254,similar_to_user_history
A120RH58WVY4W6,4,B000YJ16SC,5.481064120025924,similar_to_user_history
A120RH58WVY4W6,5,B000GIQVLS,5.47404150481057,similar_to_user_history
